Codigo,Disciplina,Turma,Vagas Ofe,Dia,Horario,Docente
FCHF03,PRÁTICA DE PESQUISA EM SOCIOLOGIA,008000,1,CMB,00:00 às 23:00,Lucas Amaral de Oliveira
FCHF03,PRÁTICA DE PESQUISA EM SOCIOLOGIA,009000,1,CMB,00:00 às 23:00,Luciana Duccini
HACA01,ESTUDOS SOBRE A CONTEMPORANEIDADE I,220000,17,SEX,18:30 às 22:10,Murilo Guerreiro Arouca
HACA01,ESTUDOS SOBRE A CONTEMPORANEIDADE I,230000,17,SEX,18:30 às 22:10,Docente Substituto a Contratar
HACA01,ESTUDOS SOBRE A CONTEMPORANEIDADE I,240000,17,SEX,18:30 às 22:10,Docente Substituto a Contratar
HACA01,ESTUDOS SOBRE A CONTEMPORANEIDADE I,250000,16,SEX,18:30 às 22:10,Docente Substituto a Contratar
HACA01,ESTUDOS SOBRE A CONTEMPORANEIDADE I,260000,16,SEX,18:30 às 22:10,Gabriela Lamego
HACA03,ESTUDOS DAS HUMANIDADES,070000,50,SEX,18:30 às 22:10,Docente Substituto a Contratar
HACA03,ESTUDOS DAS HUMANIDADES,080000,50,SEX,18:30 às 22:10,Leandro de Paula Santos
HACA36,ESTUDOS DAS CULTURAS,010000,50,TER,18:30 às 22:10,Docente Substituto a Contratar
HACA36,ESTUDOS DAS CULTURAS,020000,50,QUI,18:30 às 22:10,Carlos Alberto Bonfim
HACA51,ESTUDOS DO DESENVOLVIMENTO,040000,3,SEX,13:00 às 16:40,Marcos Guedes Vaz Sampaio
ICIB11,CULTURA E MEMÓRIA SOCIAL,010000,1,CMB,00:00 às 23:00,Katia de Oliveira Rodrigues
ICIB30,INSTRUMENTOS DE REPRESENTAÇÃO TEMÁTICA DA INFORMAÇÃO II,010100,1,CMB,00:00 às 23:00,Katia de Oliveira Rodrigues
ICIB44,INFORMATIZAÇÃO DE AMBIENTES DE INFORMAÇÃO,010100,2,CMB,00:00 às 23:00,Carolina de Souza Santana
ICIB44,INFORMATIZAÇÃO DE AMBIENTES DE INFORMAÇÃO,020200,2,CMB,00:00 às 23:00,Carolina de Souza Santana
ICIB44,INFORMATIZAÇÃO DE AMBIENTES DE INFORMAÇÃO,030300,4,CMB,00:00 às 23:00,Carolina de Souza Santana
ICIB44,INFORMATIZAÇÃO DE AMBIENTES DE INFORMAÇÃO,040400,5,CMB,00:00 às 23:00,Carolina de Souza Santana
ICIB45,MARKETING EM AMBIENTES DE INFORMAÇÃO,010100,2,CMB,00:00 às 23:00,Barbara Coelho Neves
ICIB45,MARKETING EM AMBIENTES DE INFORMAÇÃO,020200,2,CMB,00:00 às 23:00,Barbara Coelho Neves
ICIB45,MARKETING EM AMBIENTES DE INFORMAÇÃO,030300,4,CMB,00:00 às 23:00,Barbara Coelho Neves
ICIB45,MARKETING EM AMBIENTES DE INFORMAÇÃO,040400,5,CMB,00:00 às 23:00,Barbara Coelho Neves
ICIB46,METODOLOGIA DA PESQUISA CIENTÍFICA II,010100,2,CMB,00:00 às 23:00,Maria Dulce Paradella Matos de Oliveira
ICIB46,METODOLOGIA DA PESQUISA CIENTÍFICA II,020200,2,CMB,00:00 às 23:00,Maria Dulce Paradella Matos de Oliveira
ICIB46,METODOLOGIA DA PESQUISA CIENTÍFICA II,030300,4,CMB,00:00 às 23:00,Maria Dulce Paradella Matos de Oliveira
ICIB46,METODOLOGIA DA PESQUISA CIENTÍFICA II,040400,5,CMB,00:00 às 23:00,Maria Dulce Paradella Matos de Oliveira
ICIB47,POLÍTICAS DE INFORMAÇÃO,020000,2,CMB,00:00 às 23:00,Katia de Oliveira Rodrigues
ICIB47,POLÍTICAS DE INFORMAÇÃO,030000,4,CMB,00:00 às 23:00,Katia de Oliveira Rodrigues
ICIB47,POLÍTICAS DE INFORMAÇÃO,040000,5,CMB,00:00 às 23:00,Katia de Oliveira Rodrigues
ICIB48,POLÍTICAS DE ORGANIZAÇÃO E REPRESENTAÇÃO DA INFORMAÇÃO,010000,2,CMB,00:00 às 23:00,Hildenise Ferreira Novo
ICIB48,POLÍTICAS DE ORGANIZAÇÃO E REPRESENTAÇÃO DA INFORMAÇÃO,020000,2,CMB,00:00 às 23:00,Hildenise Ferreira Novo
ICIB48,POLÍTICAS DE ORGANIZAÇÃO E REPRESENTAÇÃO DA INFORMAÇÃO,030000,4,CMB,00:00 às 23:00,Hildenise Ferreira Novo
ICIB48,POLÍTICAS DE ORGANIZAÇÃO E REPRESENTAÇÃO DA INFORMAÇÃO,040000,5,CMB,00:00 às 23:00,Hildenise Ferreira Novo
ICIB49,RECUPERAÇÃO DA INFORMAÇÃO,010100,2,CMB,00:00 às 23:00,Leyde Klebia Rodrigues da Silva
ICIB49,RECUPERAÇÃO DA INFORMAÇÃO,020200,2,CMB,00:00 às 23:00,Leyde Klebia Rodrigues da Silva
ICIB49,RECUPERAÇÃO DA INFORMAÇÃO,030300,4,CMB,00:00 às 23:00,Leyde Klebia Rodrigues da Silva
ICIB49,RECUPERAÇÃO DA INFORMAÇÃO,040400,5,CMB,00:00 às 23:00,Leyde Klebia Rodrigues da Silva
ICIB50,REDES DE COMPUTADORES,010000,2,CMB,00:00 às 23:00,Rodrigo Franca Meirelles
ICIB50,REDES DE COMPUTADORES,020000,2,CMB,00:00 às 23:00,Rodrigo Franca Meirelles
ICIB50,REDES DE COMPUTADORES,030000,4,CMB,00:00 às 23:00,Rodrigo Franca Meirelles
ICIB50,REDES DE COMPUTADORES,040000,5,CMB,00:00 às 23:00,Rodrigo Franca Meirelles
ICIB52,PROPRIEDADE INTELECTUAL,010000,2,CMB,00:00 às 23:00,Sergio Franklin Ribeiro da Silva
ICIB52,PROPRIEDADE INTELECTUAL,020000,2,CMB,00:00 às 23:00,Sergio Franklin Ribeiro da Silva
ICIB52,PROPRIEDADE INTELECTUAL,030000,4,CMB,00:00 às 23:00,Sergio Franklin Ribeiro da Silva
ICIB52,PROPRIEDADE INTELECTUAL,040000,5,CMB,00:00 às 23:00,Sergio Franklin Ribeiro da Silva
ICIB53,ESTÁGIO SUPERVISIONADO II,000001,2,CMB,00:00 às 23:00,Hildenise Ferreira Novo
ICIB53,ESTÁGIO SUPERVISIONADO II,000002,2,CMB,00:00 às 23:00,Hildenise Ferreira Novo
ICIB53,ESTÁGIO SUPERVISIONADO II,000003,4,CMB,00:00 às 23:00,Hildenise Ferreira Novo
ICIB53,ESTÁGIO SUPERVISIONADO II,000004,5,CMB,00:00 às 23:00,Hildenise Ferreira Novo
IPSB81,TRABALHO E SOCIABILIDADE,010000,1,TER,16:40 às 18:30,Docente Substituto a Contratar
LETA07,PESQUISA ORIENTADA,000600,1,CMB,00:00 às 23:00,Julia Pinheiro Gomes
LETA10,INTRODUÇÃO AOS ESTUDOS LITERÁRIOS,030000,23,TER,10:40 às 12:30,Docente Substituto a Contratar
LETA10,INTRODUÇÃO AOS ESTUDOS LITERÁRIOS,030000,23,QUI,10:40 às 12:30,Docente Substituto a Contratar
LETE43,"LÍNGUA PORTUGUESA, PODER E DIVERSIDADE CULTURAL",110000,25,TER,18:30 às 20:20,Jefferson Fernando Voss dos Santos
LETE43,"LÍNGUA PORTUGUESA, PODER E DIVERSIDADE CULTURAL",110000,25,QUI,18:30 às 20:20,Jefferson Fernando Voss dos Santos
MUSB41,INSTRUMENTO SUPLEMENTAR-VIOLINO,000100,1,CMB,00:00 às 23:00,Marco Antonio Catto Ribeiro
HACA37,AÇÃO ARTÍSTICA II,000100,25,QUA,13:00 às 16:40,Joaquim Antonio Rodrigues Viana Neto
HACA37,AÇÃO ARTÍSTICA II,000300,25,SEX,13:00 às 16:40,Angelo Tavares Castro
HACA44,LABORATÓRIOS DE CRIAÇÃO E PRÁTICAS ARTÍSTICAS,000100,20,SEX,13:00 às 16:40,Sheila Canevacci Ribeiro
HACA49,AÇÃO E MEDIAÇÃO CULTURAL ATRAVÉS DAS ARTES,020000,40,QUA,13:00 às 16:40,Tigana Santana Neves Santos
HACA49,AÇÃO E MEDIAÇÃO CULTURAL ATRAVÉS DAS ARTES,050000,40,SEX,13:00 às 16:40,Laura Castro de Araujo
HACB31,ORGANIZAÇÕES E SOCIEDADES,010000,5,TER,18:30 às 22:10,Priscila Cabral Almeida
HACB35,POLÍTICA EXTERNA I,010000,2,SEG,18:30 às 22:10,Jose Aurivaldo Sacchetta Ramos Mendes
HACB36,ESTUDOS DO CAPITALISMO,010000,2,QUI,18:30 às 22:10,Marcos Guedes Vaz Sampaio
HACB75,PRODUÇÃO E DIFUSÃO DO CONHECIMENTO EM ARTES,010000,20,SEG,13:00 às 16:40,Edilene Dias Matos
HACB91,CULTURA E DESENVOLVIMENTO,010000,5,QUA,18:30 às 22:10,Felipe Milanez Pereira
HACC06,ECOPOLÍTICA MUNDIAL,010000,2,TER,18:30 às 22:10,Diana Aguiar Orrico Santos
HACC33,TÓPICOS ESPECIAIS EM ARTES III,010000,12,QUI,16:40 às 18:30,Ivan Claudio Pereira Siqueira
HACD55,Poéticas e Processos da Criação em Artes,010000,3,QUI,18:30 às 21:15,Angelo Tavares Castro
IPSC14,PROJETO INTEGRADO DE TRABALHO II,000002,44,TER,08:50 às 12:30,Aline Tonheiro Palmeira
LETA14,TÉCNICAS DE PESQUISA,000500,3,TER,07:00 às 08:50,Debora de Souza
LETA14,TÉCNICAS DE PESQUISA,000500,3,QUI,07:00 às 08:50,Debora de Souza
LETA14,TÉCNICAS DE PESQUISA,000800,3,TER,14:50 às 16:40,Debora de Souza
LETA14,TÉCNICAS DE PESQUISA,000800,3,QUI,14:50 às 16:40,Debora de Souza
DAN005,ESTUDO MONOGRAFICO SOBRE TOPICOS EM DANCA,030000,4,TER,18:30 às 19:25,Marta Oliveira Bezerra
DAN005,ESTUDO MONOGRAFICO SOBRE TOPICOS EM DANCA,030000,4,TER,19:25 às 20:20,Marta Oliveira Bezerra
DAN005,ESTUDO MONOGRAFICO SOBRE TOPICOS EM DANCA,030000,4,TER,20:20 às 21:15,Marta Oliveira Bezerra
DAN005,ESTUDO MONOGRAFICO SOBRE TOPICOS EM DANCA,030000,4,TER,21:15 às 22:10,Marta Oliveira Bezerra
HACA37,AÇÃO ARTÍSTICA II,000200,25,QUA,18:30 às 22:10,Mariela Brazon Hernandez
HACA49,AÇÃO E MEDIAÇÃO CULTURAL ATRAVÉS DAS ARTES,010000,50,SEG,18:30 às 22:10,Ramon Victor Belmonte Fontes
HACA49,AÇÃO E MEDIAÇÃO CULTURAL ATRAVÉS DAS ARTES,030000,50,QUA,18:30 às 22:10,Tigana Santana Neves Santos
HACA49,AÇÃO E MEDIAÇÃO CULTURAL ATRAVÉS DAS ARTES,040000,50,SEX,18:30 às 22:10,Ramon Victor Belmonte Fontes
HACA49,AÇÃO E MEDIAÇÃO CULTURAL ATRAVÉS DAS ARTES,060000,50,SEX,18:30 às 22:10,Laura Castro de Araujo
HACB75,PRODUÇÃO E DIFUSÃO DO CONHECIMENTO EM ARTES,020000,25,QUA,18:30 às 22:10,Ivan Maia de Mello
HACC28,CULTURAS POPULARES,010000,20,SEX,18:30 às 22:10,Angelo Tavares Castro
LETB42,LINGUA INGLESA EM NIVEL BÁSICO,000500,5,SEG,20:20 às 22:10,Lucas Moreira Soares de Souza
LETB42,LINGUA INGLESA EM NIVEL BÁSICO,000500,5,QUA,20:20 às 22:10,Lucas Moreira Soares de Souza
LETB42,LINGUA INGLESA EM NIVEL BÁSICO,000500,5,SEX,20:20 às 22:10,Lucas Moreira Soares de Souza
MUSF57,CENÁRIOS DA EDUCAÇÃO II,000100,5,CMB,00:00 às 23:00,Obadias de Oliveira Cunha
MUSF57,CENÁRIOS DA EDUCAÇÃO II,000200,5,CMB,00:00 às 23:00,Obadias de Oliveira Cunha
MUSF57,CENÁRIOS DA EDUCAÇÃO II,000300,5,CMB,00:00 às 23:00,Obadias de Oliveira Cunha
MUSF57,CENÁRIOS DA EDUCAÇÃO II,000400,5,CMB,00:00 às 23:00,Obadias de Oliveira Cunha
MUSF57,CENÁRIOS DA EDUCAÇÃO II,000500,5,CMB,00:00 às 23:00,Obadias de Oliveira Cunha
MUSF81,MUSICALIZAÇÃO II,000100,5,CMB,00:00 às 23:00,Mara Menezes Kroger
MUSF81,MUSICALIZAÇÃO II,000200,5,CMB,00:00 às 23:00,Mara Menezes Kroger
MUSF81,MUSICALIZAÇÃO II,000300,5,CMB,00:00 às 23:00,Mara Menezes Kroger
MUSF81,MUSICALIZAÇÃO II,000400,5,CMB,00:00 às 23:00,Mara Menezes Kroger
MUSF81,MUSICALIZAÇÃO II,000500,5,CMB,00:00 às 23:00,Mara Menezes Kroger
MUSF89,MÚSICA APLICADA II,000100,5,CMB,00:00 às 23:00,Jaqueline Camara Leite
MUSF89,MÚSICA APLICADA II,000200,5,CMB,00:00 às 23:00,Jaqueline Camara Leite
MUSF89,MÚSICA APLICADA II,000300,5,CMB,00:00 às 23:00,Jaqueline Camara Leite
MUSF89,MÚSICA APLICADA II,000400,5,CMB,00:00 às 23:00,Jaqueline Camara Leite
MUSF89,MÚSICA APLICADA II,000500,5,CMB,00:00 às 23:00,Jaqueline Camara Leite
IMS001,ANATOMIA HUMANA,030500,3,TER,13:00 às 14:50,Luciano Pereira Rosa
IMS001,ANATOMIA HUMANA,030500,3,QUA,14:50 às 16:40,Luciano Pereira Rosa
IMS002,PATOLOGIA,010100,15,QUA,16:40 às 18:30,Gilvaneia Silva Santos
IMS002,PATOLOGIA,010100,15,SEX,14:50 às 16:40,Gilvaneia Silva Santos
IMS002,PATOLOGIA,010200,23,QUA,16:40 às 18:30,Gilvaneia Silva Santos
IMS002,PATOLOGIA,010200,23,SEX,16:40 às 18:30,Gilvaneia Silva Santos
IMS003,FISIOLOGIA HUMANA,010000,12,TER,07:00 às 08:50,Telma de Jesus Soares
IMS003,FISIOLOGIA HUMANA,010000,12,QUI,08:50 às 10:40,Telma de Jesus Soares
IMS005,EPIDEMIOLOGIA,020300,22,SEG,16:40 às 18:30,Docente Substituto a Contratar
IMS005,EPIDEMIOLOGIA,020300,22,QUA,10:40 às 12:30,Docente Substituto a Contratar
IMS006,BIOESTATÍSTICA,020000,42,SEG,14:50 às 16:40,Sandra Rego de Jesus
IMS006,BIOESTATÍSTICA,020000,42,TER,13:00 às 14:50,Sandra Rego de Jesus
IMS007,Direitos Humanos e Saúde,010000,5,QUA,08:50 às 12:30,Lucas Marques Santos
IMS010,BIOLOGIA CELULAR E MOLECULAR,020000,5,SEG,13:00 às 14:50,Patricia Belini Nishiyama
IMS010,BIOLOGIA CELULAR E MOLECULAR,020000,5,QUA,13:00 às 14:50,Patricia Belini Nishiyama
IMS011,INTRODUÇÃO A SOCIOLOGIA,010000,5,SEX,14:50 às 16:40,Raquel Souzas
IMS011,INTRODUÇÃO A SOCIOLOGIA,010000,5,SEX,16:40 às 17:35,Raquel Souzas
IMS031,ENFERMAGEM E SOCIEDADE,010000,43,TER,14:50 às 16:40,Ana Paula de Freitas Oliveira
IMS031,ENFERMAGEM E SOCIEDADE,010000,43,TER,16:40 às 17:35,Ana Paula de Freitas Oliveira
IMS033,VIGILÂNCIA À SAÚDE,010000,45,SEG,08:50 às 10:40,Jose Patricio Bispo Junior
IMS033,VIGILÂNCIA À SAÚDE,010000,45,QUA,07:00 às 08:50,Jose Patricio Bispo Junior
IMS034,BASES TEÓRICAS E TECNICAS DE ENFERMAGEM,010100,6,TER,07:00 às 12:30,Valeria Marques Lopes
IMS034,BASES TEÓRICAS E TECNICAS DE ENFERMAGEM,010100,6,TER,07:00 às 12:30,Ana Paula de Freitas Oliveira
IMS034,BASES TEÓRICAS E TECNICAS DE ENFERMAGEM,010100,6,TER,07:00 às 12:30,Emanuelle Caires Dias Araujo Nunes
IMS034,BASES TEÓRICAS E TECNICAS DE ENFERMAGEM,010100,6,QUI,07:00 às 12:30,Valeria Marques Lopes
IMS034,BASES TEÓRICAS E TECNICAS DE ENFERMAGEM,010100,6,SEX,07:00 às 12:30,Valeria Marques Lopes
IMS034,BASES TEÓRICAS E TECNICAS DE ENFERMAGEM,010200,6,TER,07:00 às 12:30,Valeria Marques Lopes
IMS034,BASES TEÓRICAS E TECNICAS DE ENFERMAGEM,010200,6,TER,07:00 às 12:30,Ana Paula de Freitas Oliveira
IMS034,BASES TEÓRICAS E TECNICAS DE ENFERMAGEM,010200,6,TER,07:00 às 12:30,Emanuelle Caires Dias Araujo Nunes
IMS034,BASES TEÓRICAS E TECNICAS DE ENFERMAGEM,010200,6,QUI,13:00 às 18:30,Valeria Marques Lopes
IMS034,BASES TEÓRICAS E TECNICAS DE ENFERMAGEM,010200,6,SEX,13:00 às 18:30,Emanuelle Caires Dias Araujo Nunes
IMS034,BASES TEÓRICAS E TECNICAS DE ENFERMAGEM,010300,6,TER,07:00 às 12:30,Valeria Marques Lopes
IMS034,BASES TEÓRICAS E TECNICAS DE ENFERMAGEM,010300,6,TER,07:00 às 12:30,Ana Paula de Freitas Oliveira
IMS034,BASES TEÓRICAS E TECNICAS DE ENFERMAGEM,010300,6,TER,07:00 às 12:30,Emanuelle Caires Dias Araujo Nunes
IMS034,BASES TEÓRICAS E TECNICAS DE ENFERMAGEM,010300,6,QUI,13:00 às 18:30,Emanuelle Caires Dias Araujo Nunes
IMS034,BASES TEÓRICAS E TECNICAS DE ENFERMAGEM,010300,6,SEX,13:00 às 18:30,Docente Substituto a Contratar
IMS034,BASES TEÓRICAS E TECNICAS DE ENFERMAGEM,010400,6,TER,07:00 às 12:30,Valeria Marques Lopes
IMS034,BASES TEÓRICAS E TECNICAS DE ENFERMAGEM,010400,6,TER,07:00 às 12:30,Ana Paula de Freitas Oliveira
IMS034,BASES TEÓRICAS E TECNICAS DE ENFERMAGEM,010400,6,TER,07:00 às 12:30,Emanuelle Caires Dias Araujo Nunes
IMS034,BASES TEÓRICAS E TECNICAS DE ENFERMAGEM,010400,6,QUI,07:00 às 12:30,Docente Substituto a Contratar
IMS034,BASES TEÓRICAS E TECNICAS DE ENFERMAGEM,010400,6,SEX,07:00 às 12:30,Docente Substituto a Contratar
IMS034,BASES TEÓRICAS E TECNICAS DE ENFERMAGEM,010400,6,SEX,07:00 às 12:30,Leticia Simoes Santos
IMS034,BASES TEÓRICAS E TECNICAS DE ENFERMAGEM,010500,6,TER,07:00 às 12:30,Valeria Marques Lopes
IMS034,BASES TEÓRICAS E TECNICAS DE ENFERMAGEM,010500,6,TER,07:00 às 12:30,Ana Paula de Freitas Oliveira
IMS034,BASES TEÓRICAS E TECNICAS DE ENFERMAGEM,010500,6,TER,07:00 às 12:30,Emanuelle Caires Dias Araujo Nunes
IMS034,BASES TEÓRICAS E TECNICAS DE ENFERMAGEM,010500,6,QUI,13:00 às 18:30,Docente Substituto a Contratar
IMS034,BASES TEÓRICAS E TECNICAS DE ENFERMAGEM,010500,6,SEX,13:00 às 18:30,Leticia Simoes Santos
IMS036,ENFERMAGEM CLINICO-CIRURGICA I,010100,6,TER,07:00 às 12:30,Docente Substituto a Contratar
IMS036,ENFERMAGEM CLINICO-CIRURGICA I,010100,6,TER,07:00 às 12:30,Caline Novais Teixeira Oliveira
IMS036,ENFERMAGEM CLINICO-CIRURGICA I,010100,6,QUA,07:00 às 12:30,Caline Novais Teixeira Oliveira
IMS036,ENFERMAGEM CLINICO-CIRURGICA I,010100,6,QUA,13:00 às 14:50,Caline Novais Teixeira Oliveira
IMS036,ENFERMAGEM CLINICO-CIRURGICA I,010200,6,TER,07:00 às 12:30,Docente Substituto a Contratar
IMS036,ENFERMAGEM CLINICO-CIRURGICA I,010200,6,TER,07:00 às 12:30,Caline Novais Teixeira Oliveira
IMS036,ENFERMAGEM CLINICO-CIRURGICA I,010200,6,QUA,07:00 às 12:30,Camila Pereira Jardim
IMS036,ENFERMAGEM CLINICO-CIRURGICA I,010200,6,QUA,13:00 às 14:50,Camila Pereira Jardim
IMS036,ENFERMAGEM CLINICO-CIRURGICA I,010300,6,TER,07:00 às 12:30,Docente Substituto a Contratar
IMS036,ENFERMAGEM CLINICO-CIRURGICA I,010300,6,TER,07:00 às 12:30,Caline Novais Teixeira Oliveira
IMS036,ENFERMAGEM CLINICO-CIRURGICA I,010300,6,SEX,10:40 às 12:30,Docente Substituto a Contratar
IMS036,ENFERMAGEM CLINICO-CIRURGICA I,010300,6,SEX,13:00 às 18:30,Camila Pereira Jardim
IMS036,ENFERMAGEM CLINICO-CIRURGICA I,010400,6,TER,07:00 às 12:30,Docente Substituto a Contratar
IMS036,ENFERMAGEM CLINICO-CIRURGICA I,010400,6,TER,07:00 às 12:30,Caline Novais Teixeira Oliveira
IMS036,ENFERMAGEM CLINICO-CIRURGICA I,010400,6,QUA,07:00 às 12:30,Docente Substituto a Contratar
IMS036,ENFERMAGEM CLINICO-CIRURGICA I,010400,6,QUA,13:00 às 14:50,Docente Substituto a Contratar
IMS036,ENFERMAGEM CLINICO-CIRURGICA I,010500,6,SEG,07:00 às 12:30,Docente Substituto a Contratar
IMS036,ENFERMAGEM CLINICO-CIRURGICA I,010500,6,SEG,13:00 às 14:50,Docente Substituto a Contratar
IMS036,ENFERMAGEM CLINICO-CIRURGICA I,010500,6,TER,07:00 às 12:30,Docente Substituto a Contratar
IMS036,ENFERMAGEM CLINICO-CIRURGICA I,010500,6,TER,07:00 às 12:30,Caline Novais Teixeira Oliveira
IMS037,ENFERMAGEM PSIQUIÁTRICA E SAÚDE MENTAL,010100,6,QUA,10:40 às 12:30,Helca Franciolli Teixeira Reis
IMS037,ENFERMAGEM PSIQUIÁTRICA E SAÚDE MENTAL,010100,6,QUI,08:50 às 12:30,Tarcisia Castro Alves
IMS037,ENFERMAGEM PSIQUIÁTRICA E SAÚDE MENTAL,010100,6,SEX,07:00 às 08:50,Tarcisia Castro Alves
IMS037,ENFERMAGEM PSIQUIÁTRICA E SAÚDE MENTAL,010200,6,SEG,13:00 às 16:40,Tarcisia Castro Alves
IMS037,ENFERMAGEM PSIQUIÁTRICA E SAÚDE MENTAL,010200,6,QUA,10:40 às 12:30,Helca Franciolli Teixeira Reis
IMS037,ENFERMAGEM PSIQUIÁTRICA E SAÚDE MENTAL,010200,6,SEX,07:00 às 08:50,Tarcisia Castro Alves
IMS037,ENFERMAGEM PSIQUIÁTRICA E SAÚDE MENTAL,010300,6,SEG,08:50 às 12:30,Helca Franciolli Teixeira Reis
IMS037,ENFERMAGEM PSIQUIÁTRICA E SAÚDE MENTAL,010300,6,QUA,10:40 às 12:30,Helca Franciolli Teixeira Reis
IMS037,ENFERMAGEM PSIQUIÁTRICA E SAÚDE MENTAL,010300,6,SEX,07:00 às 08:50,Tarcisia Castro Alves
IMS037,ENFERMAGEM PSIQUIÁTRICA E SAÚDE MENTAL,010400,6,TER,08:50 às 12:30,Helca Franciolli Teixeira Reis
IMS037,ENFERMAGEM PSIQUIÁTRICA E SAÚDE MENTAL,010400,6,QUA,10:40 às 12:30,Helca Franciolli Teixeira Reis
IMS037,ENFERMAGEM PSIQUIÁTRICA E SAÚDE MENTAL,010400,6,SEX,07:00 às 08:50,Tarcisia Castro Alves
IMS037,ENFERMAGEM PSIQUIÁTRICA E SAÚDE MENTAL,010500,6,QUA,10:40 às 12:30,Helca Franciolli Teixeira Reis
IMS037,ENFERMAGEM PSIQUIÁTRICA E SAÚDE MENTAL,010500,6,QUI,08:50 às 12:30,Helca Franciolli Teixeira Reis
IMS037,ENFERMAGEM PSIQUIÁTRICA E SAÚDE MENTAL,010500,6,SEX,07:00 às 08:50,Tarcisia Castro Alves
IMS038,ENFERMAGEM EM SAÚDE COLETIVA,010100,6,SEG,07:00 às 12:30,Luis Rogerio Cosme Silva Santos
IMS038,ENFERMAGEM EM SAÚDE COLETIVA,010100,6,SEG,13:00 às 16:40,Luis Rogerio Cosme Silva Santos
IMS038,ENFERMAGEM EM SAÚDE COLETIVA,010100,6,QUI,07:00 às 10:40,Daniela Arruda Soares Alves
IMS038,ENFERMAGEM EM SAÚDE COLETIVA,010100,6,QUI,07:00 às 10:40,Luis Rogerio Cosme Silva Santos
IMS038,ENFERMAGEM EM SAÚDE COLETIVA,010200,6,SEG,07:00 às 10:40,Daniela Arruda Soares Alves
IMS038,ENFERMAGEM EM SAÚDE COLETIVA,010200,6,SEG,10:40 às 12:30,Daniela Arruda Soares Alves
IMS038,ENFERMAGEM EM SAÚDE COLETIVA,010200,6,SEG,13:00 às 16:40,Daniela Arruda Soares Alves
IMS038,ENFERMAGEM EM SAÚDE COLETIVA,010200,6,QUI,07:00 às 10:40,Daniela Arruda Soares Alves
IMS038,ENFERMAGEM EM SAÚDE COLETIVA,010200,6,QUI,07:00 às 10:40,Luis Rogerio Cosme Silva Santos
IMS038,ENFERMAGEM EM SAÚDE COLETIVA,010300,6,SEG,07:00 às 08:50,Docente Substituto a Contratar
IMS038,ENFERMAGEM EM SAÚDE COLETIVA,010300,6,SEG,08:50 às 12:30,Docente Substituto a Contratar
IMS038,ENFERMAGEM EM SAÚDE COLETIVA,010300,6,SEG,13:00 às 16:40,Docente Substituto a Contratar
IMS038,ENFERMAGEM EM SAÚDE COLETIVA,010300,6,QUI,07:00 às 10:40,Daniela Arruda Soares Alves
IMS038,ENFERMAGEM EM SAÚDE COLETIVA,010300,6,QUI,07:00 às 10:40,Luis Rogerio Cosme Silva Santos
IMS038,ENFERMAGEM EM SAÚDE COLETIVA,010400,6,QUI,07:00 às 10:40,Daniela Arruda Soares Alves
IMS038,ENFERMAGEM EM SAÚDE COLETIVA,010400,6,QUI,07:00 às 10:40,Luis Rogerio Cosme Silva Santos
IMS038,ENFERMAGEM EM SAÚDE COLETIVA,010400,6,SEX,08:50 às 12:30,Docente Substituto a Contratar
IMS038,ENFERMAGEM EM SAÚDE COLETIVA,010400,6,SEX,13:00 às 18:30,Docente Substituto a Contratar
IMS038,ENFERMAGEM EM SAÚDE COLETIVA,010500,6,QUA,14:50 às 18:30,Docente Substituto a Contratar
IMS038,ENFERMAGEM EM SAÚDE COLETIVA,010500,6,QUA,14:50 às 18:30,Daniela Arruda Soares Alves
IMS038,ENFERMAGEM EM SAÚDE COLETIVA,010500,6,QUI,07:00 às 10:40,Daniela Arruda Soares Alves
IMS038,ENFERMAGEM EM SAÚDE COLETIVA,010500,6,QUI,07:00 às 10:40,Luis Rogerio Cosme Silva Santos
IMS038,ENFERMAGEM EM SAÚDE COLETIVA,010500,6,SEX,13:00 às 18:30,Daniela Arruda Soares Alves
IMS038,ENFERMAGEM EM SAÚDE COLETIVA,010500,6,SEX,13:00 às 18:30,Luis Rogerio Cosme Silva Santos
IMS039,ADMINISTRAÇÃO E PLANEJAMENTO EM SERVIÇOS DE SAÚDE,010100,6,SEG,07:00 às 12:30,Juliana Xavier Pinheiro da Cunha
IMS039,ADMINISTRAÇÃO E PLANEJAMENTO EM SERVIÇOS DE SAÚDE,010100,6,QUA,13:00 às 16:40,Leticia Simoes Santos
IMS039,ADMINISTRAÇÃO E PLANEJAMENTO EM SERVIÇOS DE SAÚDE,010100,6,SEX,08:50 às 12:30,Juliana Xavier Pinheiro da Cunha
IMS039,ADMINISTRAÇÃO E PLANEJAMENTO EM SERVIÇOS DE SAÚDE,010100,6,SEX,08:50 às 12:30,Elvira Caires de Lima
IMS039,ADMINISTRAÇÃO E PLANEJAMENTO EM SERVIÇOS DE SAÚDE,010200,6,TER,07:00 às 12:30,Juliana Xavier Pinheiro da Cunha
IMS039,ADMINISTRAÇÃO E PLANEJAMENTO EM SERVIÇOS DE SAÚDE,010200,6,QUA,13:00 às 16:40,Leticia Simoes Santos
IMS039,ADMINISTRAÇÃO E PLANEJAMENTO EM SERVIÇOS DE SAÚDE,010200,6,SEX,08:50 às 12:30,Juliana Xavier Pinheiro da Cunha
